incident_state	date	transportation	serious_incident	latitude	longitude
WA	2011-02-23	H	0	47.3073228	-122.2284532
NJ	2011-02-24	H	0	40.7895453	-74.0565298
OH	2011-02-24	H	0	39.8814519	-83.0929644
AZ	2011-02-25	H	0	32.2217429	-110.926479
CA	2011-02-25	H	0	34.0522342	-118.2436849
NV	2011-02-28	H	0	39.5349112	-119.7526886
CA	2011-02-28	H	0	37.7749295	-122.4194155
TN	2011-03-01	H	0	36.1626638	-86.7816016
NJ	2011-03-01	H	0	40.5684363	-74.5384889
TX	2011-03-01	H	0	32.8140177	-96.9488945
PA	2011-03-02	H	0	40.1350928	-76.8596945
MI	2011-03-02	H	0	42.1667072	-83.7816075
MD	2011-03-02	H	0	39.6417629	-77.7199932
FL	2011-03-02	R	0	30.3321838	-81.655651
IN	2011-03-02	H	0	39.768403	-86.158068
NY	2011-03-03	H	0	40.6781784	-73.9441579
CO	2011-03-03	R	0	39.7392358	-104.990251
NJ	2011-03-04	H	0	40.5164314	-74.3050475
CA	2011-03-04	H	0	34.0522342	-118.2436849
CA	2011-03-05	H	0	37.8043637	-122.2711137
CA	2011-03-07	H	0	33.8352932	-117.9145036
OH	2011-03-07	H	0	39.1031182	-84.5120196
MD	2011-03-09	H	0	39.2903848	-76.6121893
NV	2011-03-09	H	0	36.0395247	-114.9817213
VA	2011-03-09	H	0	38.0990233	-78.9691923
CA	2011-03-10	H	0	37.7749295	-122.4194155
AZ	2011-03-10	R	0	32.2217429	-110.926479
CA	2011-03-12	H	0	37.654656	-122.4077498
IL	2011-03-14	H	0	41.7689207	-87.857835
OH	2011-03-15	H	0	39.8814519	-83.0929644
PA	2011-03-15	H	0	40.1350928	-76.8596945
VA	2011-03-15	H	0	37.5407246	-77.4360481
IN	2011-03-15	H	0	41.6763545	-86.2519898
GA	2011-03-15	H	0	33.7489954	-84.3879824
AZ	2011-03-15	R	0	33.4483771	-112.0740373
FL	2011-03-16	H	0	25.8406526	-80.3264404
TX	2011-03-16	H	0	32.8140177	-96.9488945
CA	2011-03-16	H	0	33.8316745	-118.281693
TX	2011-03-17	H	0	32.6492999	-96.7130521
TX	2011-03-17	H	0	32.8140177	-96.9488945
NE	2011-03-17	R	1	42.4486067	-96.5647556
KY	2011-03-18	H	0	38.0405837	-84.5037164
PA	2011-03-18	H	0	40.1350928	-76.8596945
SC	2011-03-18	H	0	35.0073697	-80.9450759
IA	2011-03-18	R	0	43.1535728	-93.2010367
GA	2011-03-18	H	0	34.0234337	-84.6154897
MD	2011-03-19	H	0	39.6417629	-77.7199932
IL	2011-03-21	H	0	41.8781136	-87.6297982
TX	2011-03-21	H	0	32.6492999	-96.7130521
AZ	2011-03-23	H	0	33.4483771	-112.0740373
MD	2011-03-23	H	0	39.6417629	-77.7199932
CT	2011-03-23	H	0	41.8737085	-72.2370229
RI	2011-03-23	H	0	41.8205199	-71.512617
PA	2011-03-24	H	0	40.2090521	-75.2964708
NJ	2011-03-24	H	0	40.5164314	-74.3050475
MD	2011-03-25	H	0	39.0348317	-76.9074739
MO	2011-03-25	H	0	36.7569994	-90.392888
NV	2011-03-25	H	0	36.0395247	-114.9817213
KY	2011-03-26	H	0	38.0405837	-84.5037164
MD	2011-03-27	R	0	39.2903848	-76.6121893
NM	2011-03-27	R	0	34.6627652	-106.7761546
IL	2011-03-28	H	0	41.7689207	-87.857835
WI	2011-03-29	H	0	44.1858193	-88.462609
IL	2011-03-29	H	0	41.7979111	-87.8374902
CA	2011-03-29	H	0	34.1083449	-117.2897652
FL	2011-03-30	H	0	27.950575	-82.4571776
CA	2011-03-30	H	0	33.8352932	-117.9145036
CA	2011-03-30	R	0	34.0522342	-118.2436849
NE	2011-03-30	R	0	40.8257625	-96.6851982
WA	2011-03-31	H	0	47.3073228	-122.2284532
MD	2011-03-31	H	0	39.6417629	-77.7199932
CA	2011-03-31	H	0	33.9472359	-118.0853451
CO	2011-03-31	H	0	38.8338816	-104.8213634
PA	2011-03-31	H	0	40.1350928	-76.8596945
CA	2011-03-31	R	0	37.9577016	-121.2907796
MD	2011-04-01	H	0	39.6417629	-77.7199932
WA	2011-04-01	H	0	47.3073228	-122.2284532
CA	2011-04-03	R	0	37.9577016	-121.2907796
KS	2011-04-03	R	0	39.114053	-94.6274636
MS	2011-04-04	H	0	34.9617604	-89.8295315
TX	2011-04-05	H	0	32.6492999	-96.7130521
PA	2011-04-05	H	0	40.2142565	-77.0085876
MO	2011-04-05	H	0	38.6270025	-90.1994042
CA	2011-04-06	H	0	33.5676842	-117.7256083
NJ	2011-04-06	H	0	40.5164314	-74.3050475
IL	2011-04-06	H	0	41.7689207	-87.857835
PA	2011-04-07	H	0	40.0784461	-75.6342521
NJ	2011-04-07	H	0	40.9040085	-74.1007318
IL	2011-04-08	H	0	41.7689207	-87.857835
FL	2011-04-08	H	0	26.7153424	-80.0533746
OH	2011-04-08	H	0	40.2924907	-83.5819659
IL	2011-04-08	H	0	41.7641723	-87.7812524
TX	2011-04-09	R	0	29.3013479	-94.7976958
IA	2011-04-11	R	0	41.9778795	-91.6656232
PA	2011-04-11	H	0	39.9625984	-76.727745
WI	2011-04-12	H	0	42.959738	-87.861471
MI	2011-04-12	H	0	42.1667072	-83.7816075
NJ	2011-04-14	H	0	40.2115109	-74.6796651
IL	2011-04-14	H	0	41.7689207	-87.857835
CA	2011-04-14	R	0	33.8316745	-118.281693
CT	2011-04-15	H	0	41.8737085	-72.2370229
PA	2011-04-15	H	1	40.9133943	-77.7783348
TX	2011-04-16	H	0	32.7667955	-96.5991593
CA	2011-04-16	R	0	34.8957957	-117.0172826
NY	2011-04-18	H	0	42.7477661	-73.760537
GA	2011-04-19	H	0	33.9175048	-84.5639559
MI	2011-04-19	H	0	42.1667072	-83.7816075
OH	2011-04-19	H	0	41.5628294	-83.6538244
GA	2011-04-19	H	0	33.9175048	-84.5639559
UT	2011-04-20	H	0	40.8485564	-111.9068824
KY	2011-04-20	H	1	36.8656008	-87.4886186
CA	2011-04-20	R	0	37.6390972	-120.9968782
TN	2011-04-20	H	1	35.6670133	-87.698355
PA	2011-04-20	H	0	40.2731911	-76.8867008
GA	2011-04-21	H	0	34.0234337	-84.6154897
CA	2011-04-21	R	0	33.8316745	-118.281693
IA	2011-04-22	R	0	42.4999942	-96.4003069
IL	2011-04-23	H	0	41.7689207	-87.857835
CA	2011-04-23	H	0	34.003903	-118.230073
KY	2011-04-27	H	0	38.4048042	-82.6004369
PA	2011-04-28	H	0	40.2731911	-76.8867008
MO	2011-04-29	H	0	38.7881062	-90.4974359
IL	2011-04-29	H	0	41.8050314	-87.8692254
KS	2011-04-29	R	0	38.671119	-96.9425139
TX	2011-05-03	H	0	32.7766642	-96.7969879
WI	2011-05-03	H	0	42.8858503	-87.8631362
CA	2011-05-03	H	0	34.07029	-117.3958797
CA	2011-05-04	H	0	37.8043637	-122.2711137
OR	2011-05-04	R	1	45.6462268	-122.8426018
MI	2011-05-05	H	0	42.6064095	-83.1497751
NJ	2011-05-05	H	0	40.7895453	-74.0565298
IL	2011-05-05	H	0	41.931696	-87.9889556
KS	2011-05-08	R	0	38.671119	-96.9425139
KS	2011-05-08	R	0	38.671119	-96.9425139
GA	2011-05-09	R	0	31.2135511	-82.3540178
OH	2011-05-09	H	1	40.86655	-81.4937993
VA	2011-05-10	H	0	38.8942786	-77.4310992
WI	2011-05-10	H	0	42.959738	-87.861471
TN	2011-05-10	H	0	36.1626638	-86.7816016
VA	2011-05-11	H	0	38.8942786	-77.4310992
FL	2011-05-11	H	0	27.950575	-82.4571776
MO	2011-05-11	R	0	36.4253413	-89.6995256
KY	2011-05-11	H	0	38.9431183	-84.544109
PA	2011-05-12	H	0	40.2142565	-77.0085876
PA	2011-05-12	H	0	40.0325817	-75.6274583
OH	2011-05-12	H	0	41.556996	-83.627157
TN	2011-05-12	H	0	35.1495343	-90.0489801
FL	2011-05-12	H	0	27.950575	-82.4571776
WI	2011-05-13	H	0	42.8858503	-87.8631362
CA	2011-05-13	H	0	38.5815719	-121.4943996
IN	2011-05-13	H	0	41.6819935	-85.9766671
AZ	2011-05-16	R	0	33.4483771	-112.0740373
SC	2011-05-16	H	0	33.9934867	-81.0739825
TX	2011-05-17	H	0	32.6492999	-96.7130521
GA	2011-05-17	H	0	33.609725	-84.2873662
MO	2011-05-17	H	0	38.7699175	-90.4667501
IL	2011-05-17	H	0	41.7689207	-87.857835
IL	2011-05-17	H	0	41.7689207	-87.857835
PA	2011-05-18	H	0	40.6259316	-75.3704579
KS	2011-05-18	H	0	38.9536174	-94.7335709
OK	2011-05-19	H	0	35.4675602	-97.5164276
CA	2011-05-19	R	0	34.0522342	-118.2436849
SC	2011-05-20	H	0	35.0073697	-80.9450759
MA	2011-05-20	H	0	42.5481714	-71.1724467
TX	2011-05-20	H	0	32.8140177	-96.9488945
TX	2011-05-20	R	0	32.8370727	-97.0819541
KS	2011-05-21	H	0	39.0228485	-94.7151865
IN	2011-05-23	H	0	41.6763545	-86.2519898
OH	2011-05-24	H	0	41.5628294	-83.6538244
TN	2011-05-25	R	0	35.1495343	-90.0489801
MO	2011-05-25	H	0	38.0080902	-92.7446289
NY	2011-05-26	H	0	40.7294018	-73.9065883
AR	2011-05-26	H	0	34.7464809	-92.2895948
PA	2011-05-26	H	0	40.1784422	-75.1285061
IL	2011-05-26	H	0	42.353355	-88.0934145
IN	2011-05-31	H	0	40.7608729	-87.1508522
NY	2011-06-01	H	0	40.7442664	-73.4820687
IA	2011-06-01	R	0	42.4999942	-96.4003069
TX	2011-06-01	H	0	29.7604267	-95.3698028
MD	2011-06-01	H	0	39.2545512	-76.6999702
FL	2011-06-01	H	0	30.3321838	-81.655651
OH	2011-06-02	H	0	39.1031182	-84.5120196
VA	2011-06-02	H	0	38.8942786	-77.4310992
PA	2011-06-04	H	0	40.0325817	-75.6274583
MO	2011-06-04	R	0	39.0997265	-94.5785667
TN	2011-06-06	H	0	36.1626638	-86.7816016
WI	2011-06-06	H	0	42.959738	-87.861471
AL	2011-06-07	H	0	32.3668052	-86.2999689
IN	2011-06-08	H	0	41.6763545	-86.2519898
NE	2011-06-08	R	0	41.1402759	-100.7601454
CA	2011-06-08	R	0	38.7521235	-121.2880059
CT	2011-06-08	H	0	41.4570108	-72.8230736
KY	2011-06-09	A	0	38.2526647	-85.7584557
TN	2011-06-09	H	0	35.9606384	-83.9207392
KY	2011-06-10	H	0	38.2526647	-85.7584557
TX	2011-06-10	H	0	32.8140177	-96.9488945
IL	2011-06-10	H	0	41.931696	-87.9889556
GA	2011-06-10	H	0	33.8981579	-84.2832564
FL	2011-06-10	H	0	27.950575	-82.4571776
IL	2011-06-11	R	0	41.7880876	-87.810334
CA	2011-06-11	R	0	33.8316745	-118.281693
CA	2011-06-11	R	1	38.7166871	-121.3644216
WA	2011-06-13	H	0	47.4739884	-122.2609558
NY	2011-06-14	H	1	43.163288	-78.2248291
OK	2011-06-14	H	0	35.4675602	-97.5164276
OK	2011-06-14	H	0	35.4675602	-97.5164276
IN	2011-06-14	H	0	41.079273	-85.1393513
IL	2011-06-14	H	0	41.7641723	-87.7812524
TX	2011-06-14	H	0	32.6720777	-97.2691812
ID	2011-06-14	R	0	43.5407172	-116.5634624
NY	2011-06-15	H	0	41.5275938	-74.236816
AL	2011-06-15	H	0	33.5206608	-86.80249
OH	2011-06-15	H	0	40.2924907	-83.5819659
MS	2011-06-16	R	0	32.2987573	-90.1848103
IL	2011-06-18	H	0	41.9125286	-88.1347927
MA	2011-06-18	H	0	42.5481714	-71.1724467
TX	2011-06-18	R	0	32.8370727	-97.0819541
KY	2011-06-20	H	0	38.9431183	-84.544109
MS	2011-06-21	H	0	34.9617604	-89.8295315
LA	2011-06-21	H	0	29.9510658	-90.0715323
IL	2011-06-22	H	0	40.6331249	-89.3985283
AR	2011-06-22	H	0	34.769536	-92.2670941
IL	2011-06-22	H	0	41.9125286	-88.1347927
TX	2011-06-22	H	0	32.7766642	-96.7969879
IL	2011-06-22	H	0	41.6008681	-87.6069894
CT	2011-06-22	H	0	41.7637111	-72.6850932
TN	2011-06-23	A	0	35.1495343	-90.0489801
CA	2011-06-23	H	0	34.07029	-117.3958797
CA	2011-06-23	H	0	38.2493581	-122.0399663
AZ	2011-06-23	H	0	32.2217429	-110.926479
MI	2011-06-23	H	0	42.2917069	-85.5872286
PA	2011-06-24	H	0	39.9525839	-75.1652215
VA	2011-06-27	H	0	37.2709704	-79.9414266
NV	2011-06-27	R	0	36.1699412	-115.1398296
CA	2011-06-27	R	0	37.9577016	-121.2907796
CA	2011-06-28	H	0	38.5804609	-121.530234
CO	2011-06-28	H	0	39.9202178	-104.8660597
TN	2011-06-29	H	0	36.1626638	-86.7816016
CO	2011-06-29	H	0	39.9202178	-104.8660597
WA	2011-06-29	H	0	47.1003223	-122.6447892
CA	2011-06-29	R	0	33.8316745	-118.281693
IN	2011-06-30	H	0	39.7042123	-86.3994387
CA	2011-06-30	H	0	34.1898566	-118.451357
TX	2011-06-30	H	0	32.4487364	-99.7331439
MD	2011-07-01	H	0	39.0348317	-76.9074739
AZ	2011-07-01	R	0	32.2217429	-110.926479
OR	2011-07-01	H	0	45.5230622	-122.6764816
OH	2011-07-02	R	0	41.5878281	-83.4932651
MA	2011-07-02	H	0	42.5481714	-71.1724467
TX	2011-07-03	H	0	29.4241219	-98.4936282
IL	2011-07-04	R	0	41.6333678	-87.6331021
MI	2011-07-05	H	0	42.2222614	-83.3965994
MD	2011-07-06	H	0	39.6417629	-77.7199932
FL	2011-07-06	H	0	27.950575	-82.4571776
CA	2011-07-06	H	0	34.3058279	-118.4571974
TN	2011-07-06	H	0	36.1626638	-86.7816016
CA	2011-07-06	H	1	38.5804609	-121.530234
OH	2011-07-06	H	0	41.556996	-83.627157
IN	2011-07-06	R	0	39.6733785	-85.6985882
MI	2011-07-06	H	0	42.2917069	-85.5872286
AR	2011-07-07	H	0	36.2553543	-94.1307587
LA	2011-07-07	H	0	32.5251516	-93.7501789
GA	2011-07-07	H	0	33.7489954	-84.3879824
PA	2011-07-07	H	0	40.0325817	-75.6274583
NC	2011-07-07	H	0	35.7795897	-78.6381787
CA	2011-07-08	H	0	36.7468422	-119.7725868
GA	2011-07-08	H	0	33.9175048	-84.5639559
IL	2011-07-08	H	0	41.7641723	-87.7812524
AZ	2011-07-09	R	0	32.2217429	-110.926479
CO	2011-07-11	H	0	39.8083196	-104.9338675
UT	2011-07-11	H	0	40.8485564	-111.9068824
NY	2011-07-11	R	0	42.5319998	-73.7985008
KY	2011-07-12	H	0	38.9431183	-84.544109
TX	2011-07-12	H	0	32.6492999	-96.7130521
IL	2011-07-12	R	0	41.7880876	-87.810334
PA	2011-07-12	H	0	40.2192374	-79.6094849
VA	2011-07-12	H	0	37.0870821	-76.4730122
NE	2011-07-12	R	0	41.1402759	-100.7601454
CA	2011-07-13	A	0	37.8043637	-122.2711137
KS	2011-07-13	H	0	38.9536174	-94.7335709
NC	2011-07-14	H	0	35.2270869	-80.8431267
NC	2011-07-14	H	0	36.0726354	-79.7919754
OH	2011-07-15	H	0	41.556996	-83.627157
TX	2011-07-15	H	0	32.7667955	-96.5991593
TX	2011-07-15	H	0	32.7667955	-96.5991593
TX	2011-07-15	H	0	32.7667955	-96.5991593
TN	2011-07-15	H	0	35.2961973	-89.661469
CA	2011-07-15	H	0	38.5804609	-121.530234
CA	2011-07-15	H	0	39.6462733	-121.7999767
OK	2011-07-15	H	0	35.4675602	-97.5164276
CT	2011-07-15	H	0	41.8737085	-72.2370229
AZ	2011-07-18	H	0	33.4483771	-112.0740373
CA	2011-07-18	H	0	33.9845417	-117.5159449
SD	2011-07-19	R	1	44.2841347	-96.685606
NJ	2011-07-20	H	0	40.5773266	-74.2282005
PA	2011-07-20	R	0	40.1012856	-75.3835525
KY	2011-07-21	H	0	38.0405837	-84.5037164
AZ	2011-07-21	H	0	33.4255104	-111.9400054
VA	2011-07-21	R	0	38.3031837	-77.4605399
MD	2011-07-22	H	0	39.6417629	-77.7199932
CA	2011-07-22	R	0	37.9577016	-121.2907796
MS	2011-07-22	R	0	31.3271189	-89.2903392
PA	2011-07-23	H	0	40.1784422	-75.1285061
TX	2011-07-23	H	0	32.7667955	-96.5991593
NJ	2011-07-25	H	0	40.5164314	-74.3050475
MD	2011-07-26	H	0	39.6417629	-77.7199932
FL	2011-07-26	H	0	26.640628	-81.8723084
FL	2011-07-26	H	0	27.5214269	-82.5723193
CA	2011-07-26	H	0	37.654656	-122.4077498
PA	2011-07-26	R	0	40.0378755	-76.3055144
IL	2011-07-27	H	0	41.7979111	-87.8374902
TX	2011-07-27	H	0	32.6492999	-96.7130521
CA	2011-07-27	R	0	37.9357576	-122.3477486
NY	2011-07-28	H	0	40.6781784	-73.9441579
PA	2011-07-29	H	0	39.9525839	-75.1652215
KY	2011-07-29	A	0	38.2526647	-85.7584557
IL	2011-07-29	H	0	41.7689207	-87.857835
CA	2011-07-30	R	0	34.07029	-117.3958797
CO	2011-07-31	R	0	39.7392358	-104.990251
AL	2011-07-31	R	0	33.5206608	-86.80249
KS	2011-08-01	A	0	39.114053	-94.6274636
OH	2011-08-01	H	0	41.556996	-83.627157
CT	2011-08-01	H	0	41.8737085	-72.2370229
OH	2011-08-01	R	0	40.7989473	-81.378447
PA	2011-08-01	R	0	41.1450617	-78.8044748
TX	2011-08-01	H	0	32.7766642	-96.7969879
PA	2011-08-02	H	0	40.1784422	-75.1285061
OH	2011-08-02	H	0	40.2924907	-83.5819659
IL	2011-08-03	H	0	41.7689207	-87.857835
TX	2011-08-04	H	0	32.6492999	-96.7130521
TX	2011-08-04	H	0	32.7554883	-97.3307658
FL	2011-08-04	H	0	28.5383355	-81.3792365
CA	2011-08-04	R	0	34.8957957	-117.0172826
WA	2011-08-05	H	0	47.3073228	-122.2284532
IL	2011-08-05	H	0	41.9125286	-88.1347927
TX	2011-08-07	R	0	32.7554883	-97.3307658
NC	2011-08-08	H	0	35.2270869	-80.8431267
TX	2011-08-08	R	0	32.7554883	-97.3307658
PA	2011-08-08	R	0	40.8611755	-79.8953328
IL	2011-08-09	H	0	41.7641723	-87.7812524
CA	2011-08-09	R	0	37.9577016	-121.2907796
NC	2011-08-10	H	0	35.2270869	-80.8431267
MI	2011-08-10	H	0	42.36837	-83.3527097
IA	2011-08-10	R	0	41.9778795	-91.6656232
KS	2011-08-11	H	0	39.114053	-94.6274636
OR	2011-08-12	H	0	45.5230622	-122.6764816
WI	2011-08-12	H	0	42.8858503	-87.8631362
IL	2011-08-12	H	0	41.7689207	-87.857835
OR	2011-08-13	H	0	45.5230622	-122.6764816
ND	2011-08-15	H	0	46.8771863	-96.7898034
KS	2011-08-16	H	0	38.9536174	-94.7335709
NJ	2011-08-16	H	0	40.7895453	-74.0565298
AR	2011-08-17	H	0	34.769536	-92.2670941
IL	2011-08-17	H	0	41.7689207	-87.857835
CA	2011-08-18	H	0	33.5676842	-117.7256083
WI	2011-08-18	H	0	42.8858503	-87.8631362
TX	2011-08-18	H	0	29.6160671	-95.5577221
NV	2011-08-18	H	0	39.5349112	-119.7526886
KS	2011-08-18	R	0	39.114053	-94.6274636
IA	2011-08-18	R	0	41.9778795	-91.6656232
AZ	2011-08-19	H	0	33.4255104	-111.9400054
CA	2011-08-19	H	0	34.003903	-118.230073
MO	2011-08-19	H	0	39.165837	-94.4513409
OH	2011-08-20	R	0	40.7989473	-81.378447
IN	2011-08-20	R	0	37.9715592	-87.5710898
TX	2011-08-22	H	0	32.6492999	-96.7130521
OR	2011-08-23	H	0	45.5230622	-122.6764816
OH	2011-08-23	H	0	39.9611755	-82.9987942
CO	2011-08-24	H	0	39.9202178	-104.8660597
CA	2011-08-24	R	0	34.07029	-117.3958797
NY	2011-08-24	H	0	42.7477661	-73.760537
OH	2011-08-25	H	0	39.843947	-84.1246608
IL	2011-08-26	H	0	41.9125286	-88.1347927
IL	2011-08-26	H	0	41.7689207	-87.857835
MS	2011-08-26	R	0	31.3271189	-89.2903392
IN	2011-08-27	R	0	39.7628227	-86.3997167
KS	2011-08-29	H	0	39.0228485	-94.7151865
CA	2011-08-29	H	0	38.5815719	-121.4943996
IL	2011-08-29	H	0	41.1667001	-87.662815
CA	2011-08-29	H	0	38.5815719	-121.4943996
FL	2011-08-29	H	0	27.9658533	-82.8001026
PA	2011-08-29	R	0	40.3470671	-79.8641232
PA	2011-08-30	R	0	40.0378755	-76.3055144
GA	2011-08-30	R	0	33.4734978	-82.0105148
IL	2011-08-30	H	0	42.3588914	-87.9800273
MI	2011-08-31	H	0	43.4194699	-83.9508068
IL	2011-08-31	H	0	41.7641723	-87.7812524
CA	2011-08-31	H	0	38.5804609	-121.530234
AR	2011-08-31	H	0	34.7464809	-92.2895948
CA	2011-09-01	R	0	34.07029	-117.3958797
FL	2011-09-01	H	0	30.3321838	-81.655651
PA	2011-09-01	R	0	40.3470671	-79.8641232
PA	2011-09-02	H	0	40.1784422	-75.1285061
TX	2011-09-02	H	0	32.7554883	-97.3307658
CA	2011-09-03	R	0	37.9357576	-122.3477486
OH	2011-09-06	H	0	39.1031182	-84.5120196
OH	2011-09-08	H	0	39.9611755	-82.9987942
OH	2011-09-08	H	0	39.9611755	-82.9987942
CA	2011-09-09	H	0	34.0197335	-117.9586754
CO	2011-09-09	H	0	39.9202178	-104.8660597
OH	2011-09-09	H	0	40.2924907	-83.5819659
OH	2011-09-09	H	0	39.9611755	-82.9987942
IN	2011-09-10	H	0	39.768403	-86.158068
TX	2011-09-13	R	1	29.3482905	-95.0160368
TX	2011-09-13	R	1	29.383845	-94.9027002
AZ	2011-09-13	H	0	33.4483771	-112.0740373
CA	2011-09-13	H	0	37.3382082	-121.8863286
NY	2011-09-14	H	0	43.0481221	-76.1474244
IL	2011-09-15	H	0	42.1391927	-87.9289591
IA	2011-09-15	H	0	41.424473	-91.0432051
OH	2011-09-15	H	0	39.1031182	-84.5120196
UT	2011-09-19	H	0	40.8485564	-111.9068824
IL	2011-09-19	R	0	41.9172526	-87.8956185
GA	2011-09-22	H	0	33.9519347	-83.357567
MA	2011-09-22	H	0	42.5750939	-71.0786653
IL	2011-09-22	H	0	41.7689207	-87.857835
MD	2011-09-22	H	0	39.6417629	-77.7199932
FL	2011-09-23	H	0	27.3364347	-82.5306527
TX	2011-09-23	H	0	32.8140177	-96.9488945
CO	2011-09-23	H	0	39.8083196	-104.9338675
KS	2011-09-25	R	0	39.114053	-94.6274636
CA	2011-09-27	H	0	34.07029	-117.3958797
CA	2011-09-27	H	0	37.3382082	-121.8863286
TX	2011-09-27	H	0	32.8140177	-96.9488945
CA	2011-09-27	R	0	34.07029	-117.3958797
CA	2011-09-27	R	0	34.07029	-117.3958797
MN	2011-09-28	H	0	45.0696886	-92.9516037
FL	2011-09-28	R	0	27.950575	-82.4571776
OH	2011-09-29	H	0	39.8814519	-83.0929644
GA	2011-09-29	H	0	33.8981579	-84.2832564
PA	2011-09-29	H	0	40.1784422	-75.1285061
IL	2011-09-30	H	0	41.9348537	-87.879523
TN	2011-10-04	H	0	35.1495343	-90.0489801
NE	2011-10-06	H	0	41.2523634	-95.9979883
MT	2011-10-06	H	0	46.8787176	-113.996586
MI	2011-10-07	H	0	42.1667072	-83.7816075
NJ	2011-10-07	H	0	39.8648357	-75.0551714
IL	2011-10-07	H	0	41.7689207	-87.857835
IL	2011-10-07	R	1	41.292259	-89.506204
OR	2011-10-09	H	0	45.5230622	-122.6764816
TX	2011-10-10	H	0	27.8005828	-97.396381
NJ	2011-10-11	A	0	40.735657	-74.1723667
VA	2011-10-11	H	0	39.0832176	-77.4793641
PA	2011-10-11	H	0	40.2192374	-79.6094849
WY	2011-10-12	H	0	41.3113669	-105.5911007
CA	2011-10-13	H	0	34.0922335	-117.435048
PA	2011-10-13	H	0	40.1784422	-75.1285061
NC	2011-10-13	H	1	35.262082	-81.1873005
FL	2011-10-13	R	0	27.950575	-82.4571776
PA	2011-10-14	H	0	40.1784422	-75.1285061
GA	2011-10-14	H	0	33.9175048	-84.5639559
AR	2011-10-14	H	0	34.7464809	-92.2895948
CA	2011-10-14	H	0	37.654656	-122.4077498
OH	2011-10-15	H	0	41.2397772	-81.6381785
NC	2011-10-15	H	0	35.2270869	-80.8431267
TX	2011-10-17	H	0	32.8140177	-96.9488945
PA	2011-10-17	H	0	39.9625984	-76.727745
CA	2011-10-17	R	0	34.07029	-117.3958797
FL	2011-10-17	H	0	25.8575963	-80.2781057
CA	2011-10-17	R	0	34.07029	-117.3958797
CA	2011-10-18	R	0	37.9357576	-122.3477486
GA	2011-10-18	R	0	33.8187167	-84.5824329
UT	2011-10-19	H	0	40.7607793	-111.8910474
WA	2011-10-20	H	0	47.1003223	-122.6447892
OH	2011-10-20	H	0	39.1031182	-84.5120196
PA	2011-10-21	H	0	40.2142565	-77.0085876
NJ	2011-10-24	H	0	39.9562052	-75.058009
TN	2011-10-24	H	0	35.2961973	-89.661469
TN	2011-10-25	H	0	36.1626638	-86.7816016
IL	2011-10-26	H	0	41.7689207	-87.857835
MT	2011-10-26	H	0	45.7832856	-108.5006904
MA	2011-10-26	H	0	42.2959267	-71.7128471
IL	2011-10-26	H	0	41.931696	-87.9889556
TN	2011-10-26	H	0	35.0456297	-85.3096801
NJ	2011-10-28	H	0	40.5164314	-74.3050475
NY	2011-10-29	R	0	42.5319998	-73.7985008
CO	2011-10-31	H	0	39.8083196	-104.9338675
IA	2011-11-01	R	0	41.2619444	-95.8608333
CA	2011-11-02	H	0	34.07029	-117.3958797
NY	2011-11-02	H	0	40.7442664	-73.4820687
GA	2011-11-02	H	0	34.0234337	-84.6154897
CA	2011-11-02	R	0	34.8957957	-117.0172826
IL	2011-11-02	H	0	41.7689207	-87.857835
MT	2011-11-03	H	0	45.7832856	-108.5006904
OH	2011-11-03	H	0	39.944784	-83.2688045
ME	2011-11-03	H	0	44.5520105	-69.6317121
OH	2011-11-04	H	0	39.1031182	-84.5120196
CA	2011-11-04	H	0	38.5804609	-121.530234
AZ	2011-11-04	H	0	32.2217429	-110.926479
KY	2011-11-04	H	0	38.0405837	-84.5037164
KS	2011-11-06	R	0	39.5630521	-95.1216356
WA	2011-11-07	R	1	46.2395793	-119.1005657
AZ	2011-11-08	A	0	33.4483771	-112.0740373
TX	2011-11-08	H	0	32.8140177	-96.9488945
PA	2011-11-08	H	0	40.1350928	-76.8596945
IL	2011-11-09	H	0	41.8781136	-87.6297982
TN	2011-11-09	H	0	35.9606384	-83.9207392
CT	2011-11-09	H	0	41.1845415	-73.1331651
KY	2011-11-09	H	0	38.9431183	-84.544109
CA	2011-11-10	H	0	33.8352932	-117.9145036
SC	2011-11-10	H	0	35.0717945	-81.6498195
TX	2011-11-10	H	0	29.4241219	-98.4936282
CA	2011-11-10	H	0	37.8043637	-122.2711137
VA	2011-11-10	H	0	37.2934681	-80.0547626
CA	2011-11-11	H	0	34.0522342	-118.2436849
VA	2011-11-15	H	0	37.2934681	-80.0547626
TN	2011-11-15	A	0	35.1495343	-90.0489801
KY	2011-11-15	A	0	38.2526647	-85.7584557
KS	2011-11-15	H	0	38.9536174	-94.7335709
MT	2011-11-16	H	0	46.8787176	-113.996586
NC	2011-11-16	H	0	35.612661	-77.3663538
CO	2011-11-17	R	0	39.7392358	-104.990251
MI	2011-11-18	H	0	42.36837	-83.3527097
CT	2011-11-18	H	0	41.8809434	-72.2600655
WA	2011-11-19	H	0	47.3073228	-122.2284532
CA	2011-11-19	H	0	38.5804609	-121.530234
IL	2011-11-21	H	0	41.9125286	-88.1347927
AZ	2011-11-22	H	0	33.4255104	-111.9400054
CO	2011-11-22	H	0	40.2502582	-103.7999509
FL	2011-11-22	H	0	30.3321838	-81.655651
NJ	2011-11-25	H	0	40.5164314	-74.3050475
